Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-34.70000E-006,51.50000E-012,10.16600E-003,0.00000E+000,13.53500E-006,10.16600E-003
1,1,2,-33.00000E-006,16.50000E-012,178.73100E-003,42.00000E-003,6.91600E-006,178.73100E-003
1,1,3,-31.90000E-006,10.10000E-012,346.96500E-003,84.00000E-003,-1.26800E-006,346.96500E-003
1,1,4,-34.20000E-006,9.30000E-012,515.22800E-003,126.00000E-003,-9.44100E-006,515.22800E-003
1,1,5,-31.90000E-006,2.20000E-012,706.75700E-003,168.00000E-003,9.34800E-006,706.75700E-003
1,1,6,-32.70000E-006,2.00000E-012,875.00800E-003,210.00000E-003,13.42500E-006,875.00800E-003
1,1,7,-34.30000E-006,-11.10000E-012,1.04326E+000,252.00000E-003,13.34800E-006,1.04326E+000
1,1,8,-31.10000E-006,-6.80000E-012,1.21943E+000,294.00000E-003,-10.47400E-006,1.21943E+000
1,1,9,-33.20000E-006,-1.40000E-012,1.38768E+000,336.00000E-003,-2.92800E-006,1.38768E+000
1,1,10,-36.20000E-006,-4.40000E-012,1.55600E+000,378.00000E-003,6.61100E-006,1.55600E+000
1,1,11,-32.90000E-006,-3.50000E-012,1.72431E+000,420.00000E-003,12.10100E-006,1.72431E+000
1,1,12,-34.90000E-006,-2.10000E-012,1.89339E+000,462.00000E-003,13.77500E-006,1.89339E+000
1,1,13,-35.20000E-006,-3.50000E-012,2.06167E+000,504.00000E-003,7.26000E-006,2.06167E+000
1,1,14,-30.70000E-006,-2.70000E-012,2.22992E+000,546.00000E-003,-1.02800E-006,2.22992E+000
1,1,15,-33.20000E-006,-2.40000E-012,2.39816E+000,588.00000E-003,-9.37700E-006,2.39816E+000
1,1,16,-34.10000E-006,-5.10000E-012,2.56647E+000,630.00000E-003,-13.35600E-006,2.56647E+000
1,1,17,-30.80000E-006,-3.20000E-012,2.73474E+000,672.00000E-003,-13.72000E-006,2.73474E+000
1,1,18,-33.70000E-006,-1.20000E-012,2.90296E+000,714.00000E-003,-8.46200E-006,2.90296E+000
1,1,19,-33.00000E-006,-2.80000E-012,3.07130E+000,756.00000E-003,95.00000E-009,3.07130E+000
1,1,20,-30.90000E-006,-2.60000E-012,3.23958E+000,798.00000E-003,9.20700E-006,3.23958E+000
1,1,21,-34.00000E-006,-2.70000E-012,3.40782E+000,840.00000E-003,13.24100E-006,3.40782E+000
