Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-53.40000E-006,-60.20000E-012,9.98200E-003,0.00000E+000,-814.00000E-009,9.98200E-003
1,1,2,-52.10000E-006,-10.30000E-012,178.56800E-003,42.00000E-003,9.44000E-006,178.56800E-003
1,1,3,-55.80000E-006,-11.90000E-012,346.80700E-003,84.00000E-003,13.36300E-006,346.80700E-003
1,1,4,-52.00000E-006,45.60000E-012,515.06000E-003,126.00000E-003,13.36100E-006,515.06000E-003
1,1,5,-53.50000E-006,-2.60000E-012,705.22000E-003,168.00000E-003,-13.38300E-006,705.22000E-003
1,1,6,-56.10000E-006,-2.70000E-012,873.43600E-003,210.00000E-003,-13.51900E-006,873.43600E-003
1,1,7,-53.30000E-006,-3.10000E-012,1.04168E+000,252.00000E-003,-8.66600E-006,1.04168E+000
1,1,8,-59.70000E-006,-2.70000E-012,1.21984E+000,294.00000E-003,-8.15800E-006,1.21984E+000
1,1,9,-60.40000E-006,-4.80000E-012,1.38810E+000,336.00000E-003,-12.77900E-006,1.38810E+000
1,1,10,-52.10000E-006,-2.50000E-012,1.55633E+000,378.00000E-003,-14.53300E-006,1.55633E+000
1,1,11,-55.30000E-006,-1.90000E-012,1.72474E+000,420.00000E-003,-9.56400E-006,1.72474E+000
1,1,12,-55.40000E-006,-2.80000E-012,1.89298E+000,462.00000E-003,-2.51900E-006,1.89298E+000
1,1,13,-51.20000E-006,-3.40000E-012,2.06121E+000,504.00000E-003,6.56200E-006,2.06121E+000
1,1,14,-55.40000E-006,400.00000E-015,2.22947E+000,546.00000E-003,11.78700E-006,2.22947E+000
1,1,15,-54.60000E-006,-1.10000E-012,2.39772E+000,588.00000E-003,14.74800E-006,2.39772E+000
1,1,16,-51.90000E-006,400.00000E-015,2.56597E+000,630.00000E-003,12.28800E-006,2.56597E+000
1,1,17,-55.70000E-006,-500.00000E-015,2.73433E+000,672.00000E-003,3.81900E-006,2.73433E+000
1,1,18,-52.70000E-006,-2.20000E-012,2.90257E+000,714.00000E-003,-4.77200E-006,2.90257E+000
1,1,19,-54.30000E-006,7.30000E-012,3.07085E+000,756.00000E-003,-10.79000E-006,3.07085E+000
1,1,20,-60.40000E-006,-1.10000E-012,3.23912E+000,798.00000E-003,-15.10600E-006,3.23912E+000
1,1,21,-56.10000E-006,-3.90000E-012,3.40736E+000,840.00000E-003,-12.88100E-006,3.40736E+000
1,1,22,-56.70000E-006,500.00000E-015,3.57562E+000,882.00000E-003,-5.24000E-006,3.57562E+000
1,1,23,-56.10000E-006,-400.00000E-015,3.74391E+000,924.00000E-003,3.52600E-006,3.74391E+000
1,1,24,-51.00000E-006,100.00000E-015,3.91215E+000,966.00000E-003,9.77100E-006,3.91215E+000
1,1,25,-54.50000E-006,200.00000E-015,4.08055E+000,1.00800E+000,14.94300E-006,4.08055E+000
1,1,26,-56.30000E-006,-100.00000E-015,4.24883E+000,1.05000E+000,13.03100E-006,4.24883E+000
1,1,27,-50.80000E-006,400.00000E-015,4.41728E+000,1.09200E+000,5.15900E-006,4.41728E+000
1,1,28,-54.70000E-006,500.00000E-015,4.58552E+000,1.13400E+000,-3.34500E-006,4.58552E+000
1,1,29,-55.80000E-006,1.00000E-012,4.75393E+000,1.17600E+000,-10.11600E-006,4.75393E+000
1,1,30,-50.40000E-006,600.00000E-015,4.92218E+000,1.21800E+000,-14.97400E-006,4.92218E+000
1,1,31,-55.30000E-006,1.70000E-012,5.09042E+000,1.26000E+000,-13.17400E-006,5.09042E+000
1,1,32,-58.40000E-006,1.00000E-012,5.25877E+000,1.30200E+000,-5.57400E-006,5.25877E+000
1,1,33,-55.40000E-006,0.00000E+000,5.42702E+000,1.34400E+000,2.79600E-006,5.42702E+000
1,1,34,-59.70000E-006,1.80000E-012,5.59527E+000,1.38600E+000,9.78300E-006,5.59527E+000
1,1,35,-54.60000E-006,2.20000E-012,5.76354E+000,1.42800E+000,13.88700E-006,5.76354E+000
1,1,36,-51.00000E-006,1.60000E-012,5.93179E+000,1.47000E+000,13.86400E-006,5.93179E+000
1,1,37,-55.90000E-006,1.90000E-012,6.10004E+000,1.51200E+000,7.23400E-006,6.10004E+000
1,1,38,-52.90000E-006,80.50000E-012,6.26832E+000,1.55400E+000,-1.11600E-006,6.26832E+000
1,1,39,-52.20000E-006,-244.50000E-012,6.43655E+000,1.59600E+000,-9.33400E-006,6.43655E+000
1,1,40,-56.20000E-006,4.10000E-012,6.60480E+000,1.63800E+000,-13.29900E-006,6.60480E+000
1,1,41,-52.60000E-006,-52.80000E-012,6.77309E+000,1.68000E+000,-13.48500E-006,6.77309E+000
1,1,42,-53.40000E-006,6.70000E-012,6.94134E+000,1.72200E+000,-8.62300E-006,6.94134E+000
1,1,43,-56.50000E-006,4.70000E-012,7.10957E+000,1.76400E+000,-1.05800E-006,7.10957E+000
1,1,44,-53.30000E-006,15.60000E-012,7.27783E+000,1.80600E+000,8.68800E-006,7.27783E+000
1,1,45,-58.00000E-006,31.40000E-012,7.44608E+000,1.84800E+000,12.92300E-006,7.44608E+000
1,1,46,-61.20000E-006,-1.30000E-012,7.61431E+000,1.89000E+000,14.43600E-006,7.61431E+000
1,1,47,-53.30000E-006,-14.90000E-012,7.78257E+000,1.93200E+000,9.86800E-006,7.78257E+000
1,1,48,-55.00000E-006,-2.00000E-012,7.95081E+000,1.97400E+000,2.68400E-006,7.95081E+000
1,1,49,-56.20000E-006,2.30000E-012,8.11906E+000,2.01600E+000,-6.60300E-006,8.11906E+000
1,1,50,-50.70000E-006,3.20000E-012,8.28734E+000,2.05800E+000,-12.00400E-006,8.28734E+000
1,1,51,-55.30000E-006,3.40000E-012,8.45567E+000,2.10000E+000,-14.68400E-006,8.45567E+000
1,1,52,-56.20000E-006,3.30000E-012,8.62393E+000,2.14200E+000,-11.16600E-006,8.62393E+000
1,1,53,-51.10000E-006,3.50000E-012,8.79220E+000,2.18400E+000,-3.12300E-006,8.79220E+000
1,1,54,-55.80000E-006,3.40000E-012,8.96059E+000,2.22600E+000,6.46200E-006,8.96059E+000
1,1,55,-55.20000E-006,6.20000E-012,9.12883E+000,2.26800E+000,11.78200E-006,9.12883E+000
1,1,56,-51.90000E-006,4.30000E-012,9.29711E+000,2.31000E+000,14.69500E-006,9.29711E+000
1,1,57,-60.10000E-006,5.90000E-012,9.46536E+000,2.35200E+000,11.94300E-006,9.46536E+000
1,1,58,-58.50000E-006,3.60000E-012,9.63359E+000,2.39400E+000,4.19500E-006,9.63359E+000
1,1,59,-56.00000E-006,3.20000E-012,9.80184E+000,2.43600E+000,-4.49700E-006,9.80184E+000
1,1,60,-56.80000E-006,-89.70000E-012,9.97009E+000,2.47800E+000,-10.50900E-006,9.97009E+000
1,1,61,-53.30000E-006,3.80000E-012,10.13834E+000,2.52000E+000,-15.05200E-006,10.13834E+000
1,1,62,-53.00000E-006,1.80000E-012,10.30660E+000,2.56200E+000,-12.79800E-006,10.30660E+000
1,1,63,-56.50000E-006,3.00000E-012,10.47484E+000,2.60400E+000,-5.37400E-006,10.47484E+000
1,1,64,-52.30000E-006,4.10000E-012,10.64308E+000,2.64600E+000,3.15500E-006,10.64308E+000
1,1,65,-53.10000E-006,4.20000E-012,10.81135E+000,2.68800E+000,9.78000E-006,10.81135E+000
1,1,66,-56.70000E-006,3.80000E-012,10.97972E+000,2.73000E+000,14.87600E-006,10.97972E+000
1,1,67,-51.70000E-006,5.10000E-012,11.14799E+000,2.77200E+000,13.07900E-006,11.14799E+000
1,1,68,-53.50000E-006,4.50000E-012,11.31626E+000,2.81400E+000,6.01100E-006,11.31626E+000
1,1,69,-58.30000E-006,6.20000E-012,11.48453E+000,2.85600E+000,-2.55800E-006,11.48453E+000
1,1,70,-54.60000E-006,4.80000E-012,11.65273E+000,2.89800E+000,-9.68600E-006,11.65273E+000
1,1,71,-59.20000E-006,2.40000E-012,11.82100E+000,2.94000E+000,-13.66700E-006,11.82100E+000
1,1,72,-59.00000E-006,6.70000E-012,11.98982E+000,2.98200E+000,-12.48100E-006,11.98982E+000
1,1,73,-51.10000E-006,6.00000E-012,12.15809E+000,3.02400E+000,-4.58000E-006,12.15809E+000
1,1,74,-55.00000E-006,6.60000E-012,12.32729E+000,3.06600E+000,9.06900E-006,12.32729E+000
1,1,75,-56.10000E-006,5.40000E-012,12.49554E+000,3.10800E+000,13.27800E-006,12.49554E+000
1,1,76,-50.70000E-006,7.30000E-012,12.66376E+000,3.15000E+000,13.90200E-006,12.66376E+000
1,1,77,-55.50000E-006,8.30000E-012,12.83204E+000,3.19200E+000,9.14400E-006,12.83204E+000
1,1,78,-55.20000E-006,7.20000E-012,13.00029E+000,3.23400E+000,1.67600E-006,13.00029E+000
1,1,79,-51.40000E-006,5.60000E-012,13.16903E+000,3.27600E+000,-9.48900E-006,13.16903E+000
1,1,80,-55.70000E-006,8.00000E-012,13.33732E+000,3.31800E+000,-13.37900E-006,13.33732E+000
1,1,81,-54.20000E-006,10.80000E-012,13.50557E+000,3.36000E+000,-13.76600E-006,13.50557E+000
1,1,82,-56.30000E-006,15.70000E-012,13.67380E+000,3.40190E+000,-8.01300E-006,13.67380E+000
1,1,83,-60.60000E-006,8.70000E-012,13.84205E+000,3.44400E+000,10.00000E-009,13.84205E+000
1,1,84,-57.30000E-006,9.50000E-012,14.01028E+000,3.48600E+000,9.07300E-006,14.01028E+000
1,1,85,-53.00000E-006,16.20000E-012,14.17852E+000,3.52800E+000,13.25300E-006,14.17852E+000
1,1,86,-56.40000E-006,8.80000E-012,14.34678E+000,3.57000E+000,13.88600E-006,14.34678E+000
1,1,87,-52.50000E-006,10.60000E-012,14.51504E+000,3.61200E+000,9.12300E-006,14.51504E+000
1,1,88,-53.50000E-006,10.30000E-012,14.68329E+000,3.65400E+000,1.66300E-006,14.68329E+000
1,1,89,-56.60000E-006,11.80000E-012,14.85158E+000,3.69600E+000,-8.15400E-006,14.85158E+000
1,1,90,-52.10000E-006,20.20000E-012,15.01981E+000,3.73800E+000,-12.73600E-006,15.01981E+000
1,1,91,-54.00000E-006,6.00000E-012,15.18835E+000,3.78000E+000,-13.38900E-006,15.18835E+000
1,1,92,-56.90000E-006,16.10000E-012,15.35663E+000,3.82200E+000,-8.79600E-006,15.35663E+000
1,1,93,-51.00000E-006,9.60000E-012,15.52489E+000,3.86400E+000,-1.14400E-006,15.52489E+000
1,1,94,-56.90000E-006,12.60000E-012,15.69329E+000,3.90600E+000,9.06500E-006,15.69329E+000
1,1,95,-60.50000E-006,18.60000E-012,15.86155E+000,3.94800E+000,13.21400E-006,15.86155E+000
1,1,96,-55.20000E-006,21.20000E-012,16.02979E+000,3.99000E+000,13.95000E-006,16.02979E+000
1,1,97,-57.20000E-006,19.80000E-012,16.19805E+000,4.03200E+000,9.15500E-006,16.19805E+000
1,1,98,-55.90000E-006,21.70000E-012,16.36647E+000,4.07400E+000,739.00000E-009,16.36647E+000
1,1,99,-51.10000E-006,21.90000E-012,16.53471E+000,4.11600E+000,-8.52700E-006,16.53471E+000
1,1,100,-55.80000E-006,24.30000E-012,16.70293E+000,4.15800E+000,-12.97300E-006,16.70293E+000
1,1,101,-55.80000E-006,27.20000E-012,16.87119E+000,4.20000E+000,-14.30000E-006,16.87119E+000
1,1,102,-51.20000E-006,37.70000E-012,17.03942E+000,4.24200E+000,-9.65400E-006,17.03942E+000
1,1,103,-55.90000E-006,24.40000E-012,17.20769E+000,4.28400E+000,-2.32800E-006,17.20769E+000
1,1,104,-54.50000E-006,23.70000E-012,17.37596E+000,4.32600E+000,7.40700E-006,17.37596E+000
1,1,105,-51.80000E-006,27.30000E-012,17.54420E+000,4.36800E+000,12.27800E-006,17.54420E+000
1,1,106,-56.70000E-006,28.10000E-012,17.71242E+000,4.41000E+000,14.75600E-006,17.71242E+000
1,1,107,-58.40000E-006,27.30000E-012,17.88075E+000,4.45200E+000,10.85300E-006,17.88075E+000
1,1,108,-56.80000E-006,28.90000E-012,18.04897E+000,4.49400E+000,3.18400E-006,18.04897E+000
1,1,109,-59.70000E-006,32.20000E-012,18.24068E+000,4.53600E+000,-2.79800E-006,18.24068E+000
1,1,110,-51.90000E-006,24.30000E-012,18.40892E+000,4.57800E+000,6.32100E-006,18.40892E+000
1,1,111,-53.80000E-006,35.30000E-012,18.57718E+000,4.62000E+000,11.69800E-006,18.57718E+000
1,1,112,-56.90000E-006,39.50000E-012,18.75495E+000,4.66200E+000,-13.17200E-006,18.75495E+000
1,1,113,-51.50000E-006,37.00000E-012,18.92319E+000,4.70400E+000,-5.89100E-006,18.92319E+000
1,1,114,-54.30000E-006,37.70000E-012,19.09147E+000,4.74600E+000,2.72700E-006,19.09147E+000
1,1,115,-56.50000E-006,40.70000E-012,19.25975E+000,4.78800E+000,9.75500E-006,19.25975E+000
1,1,116,-50.90000E-006,43.10000E-012,19.42798E+000,4.83000E+000,13.93500E-006,19.42798E+000
1,1,117,-55.30000E-006,202.30000E-012,19.59644E+000,4.87200E+000,13.12900E-006,19.59644E+000
1,1,118,-55.90000E-006,44.60000E-012,19.76471E+000,4.91400E+000,6.01100E-006,19.76471E+000
1,1,119,-54.60000E-006,47.10000E-012,19.93294E+000,4.95600E+000,-2.40500E-006,19.93294E+000
1,1,120,-59.80000E-006,44.20000E-012,20.10126E+000,4.99800E+000,-9.71300E-006,20.10126E+000
1,1,121,-59.70000E-006,43.00000E-012,20.26954E+000,5.04000E+000,-14.27100E-006,20.26954E+000
1,1,122,-51.40000E-006,41.10000E-012,20.43780E+000,5.08200E+000,-13.67000E-006,20.43780E+000
1,1,123,-56.30000E-006,46.00000E-012,20.60603E+000,5.12400E+000,-6.62800E-006,20.60603E+000
1,1,124,-55.00000E-006,52.20000E-012,20.77429E+000,5.16600E+000,1.62700E-006,20.77429E+000
1,1,125,-52.10000E-006,53.50000E-012,20.94254E+000,5.20800E+000,9.64800E-006,20.94254E+000
1,1,126,-56.30000E-006,57.70000E-012,21.11077E+000,5.25000E+000,13.49200E-006,21.11077E+000
1,1,127,-54.10000E-006,62.70000E-012,21.27903E+000,5.29200E+000,13.62700E-006,21.27903E+000
1,1,128,-52.50000E-006,67.00000E-012,21.44727E+000,5.33400E+000,8.27500E-006,21.44727E+000
1,1,129,-56.50000E-006,72.60000E-012,21.61552E+000,5.37600E+000,203.00000E-009,21.61552E+000
1,1,130,-53.60000E-006,75.40000E-012,21.78381E+000,5.41800E+000,-9.06200E-006,21.78381E+000
1,1,131,-54.30000E-006,75.60000E-012,21.95204E+000,5.46000E+000,-13.47600E-006,21.95204E+000
1,1,132,-60.70000E-006,78.60000E-012,22.12149E+000,5.50200E+000,-11.44500E-006,22.12149E+000
1,1,133,-56.00000E-006,81.80000E-012,22.28978E+000,5.54400E+000,-3.10700E-006,22.28978E+000
1,1,134,-56.10000E-006,86.60000E-012,22.45802E+000,5.58600E+000,5.64000E-006,22.45802E+000
1,1,135,-56.60000E-006,91.00000E-012,22.62625E+000,5.62800E+000,11.22900E-006,22.62625E+000
1,1,136,-51.40000E-006,103.70000E-012,22.79473E+000,5.67000E+000,14.68900E-006,22.79473E+000
1,1,137,-54.10000E-006,97.30000E-012,22.96298E+000,5.71200E+000,11.52600E-006,22.96298E+000
1,1,138,-56.50000E-006,102.50000E-012,23.13121E+000,5.75400E+000,3.78000E-006,23.13121E+000
1,1,139,-51.20000E-006,105.50000E-012,23.29947E+000,5.79600E+000,-5.24000E-006,23.29947E+000
1,1,140,-55.00000E-006,119.70000E-012,23.46773E+000,5.83800E+000,-11.05900E-006,23.46773E+000
1,1,141,-55.90000E-006,127.20000E-012,23.63595E+000,5.88000E+000,-14.89600E-006,23.63595E+000
1,1,142,-50.80000E-006,130.00000E-012,23.80422E+000,5.92200E+000,-12.63400E-006,23.80422E+000
1,1,143,-54.90000E-006,128.90000E-012,23.97248E+000,5.96400E+000,-4.74200E-006,23.97248E+000
1,1,144,-59.50000E-006,124.50000E-012,24.14072E+000,6.00600E+000,3.92800E-006,24.14072E+000
1,1,145,-54.10000E-006,499.80000E-012,24.30900E+000,6.04800E+000,10.09700E-006,24.30900E+000
1,1,146,-60.20000E-006,126.30000E-012,24.47722E+000,6.09000E+000,14.89800E-006,24.47722E+000
1,1,147,-55.60000E-006,122.20000E-012,24.64547E+000,6.13200E+000,13.15500E-006,24.64547E+000
1,1,148,-51.70000E-006,120.70000E-012,24.81375E+000,6.17400E+000,5.87500E-006,24.81375E+000
1,1,149,-55.70000E-006,115.60000E-012,24.98200E+000,6.21600E+000,-2.62100E-006,24.98200E+000
1,1,150,-54.30000E-006,108.60000E-012,25.15024E+000,6.25800E+000,-9.69100E-006,25.15024E+000
1,1,151,-51.70000E-006,87.10000E-012,25.31850E+000,6.30000E+000,-13.85300E-006,25.31850E+000
1,1,152,-56.00000E-006,92.20000E-012,25.48674E+000,6.34200E+000,-13.86900E-006,25.48674E+000
1,1,153,-53.80000E-006,98.30000E-012,25.65499E+000,6.38400E+000,-7.04300E-006,25.65499E+000
1,1,154,-52.70000E-006,93.90000E-012,25.82420E+000,6.42600E+000,6.62500E-006,25.82420E+000
1,1,155,-56.20000E-006,91.70000E-012,25.99244E+000,6.46800E+000,11.93600E-006,25.99244E+000
1,1,156,-54.40000E-006,85.80000E-012,26.16068E+000,6.51000E+000,14.69000E-006,26.16068E+000
1,1,157,-57.10000E-006,81.50000E-012,26.32894E+000,6.55200E+000,11.86300E-006,26.32894E+000
1,1,158,-60.70000E-006,77.30000E-012,26.49718E+000,6.59400E+000,3.95300E-006,26.49718E+000
1,1,159,-53.90000E-006,70.50000E-012,26.66540E+000,6.63600E+000,-4.61500E-006,26.66540E+000
1,1,160,-53.80000E-006,71.00000E-012,26.83367E+000,6.67800E+000,-10.54100E-006,26.83367E+000
1,1,161,-56.40000E-006,68.10000E-012,27.00194E+000,6.72000E+000,-15.09400E-006,27.00194E+000
1,1,162,-50.90000E-006,57.50000E-012,27.17017E+000,6.76200E+000,-12.72800E-006,27.17017E+000
1,1,163,-54.50000E-006,61.40000E-012,27.33844E+000,6.80400E+000,-4.99600E-006,27.33844E+000
1,1,164,-56.40000E-006,57.80000E-012,27.50694E+000,6.84600E+000,5.02400E-006,27.50694E+000
1,1,165,-51.00000E-006,56.30000E-012,27.67516E+000,6.88800E+000,10.68600E-006,27.67516E+000
1,1,166,-54.70000E-006,53.80000E-012,27.84341E+000,6.93000E+000,15.17500E-006,27.84341E+000
1,1,167,-56.00000E-006,51.80000E-012,28.01165E+000,6.97200E+000,12.68800E-006,28.01165E+000
1,1,168,-50.80000E-006,49.50000E-012,28.17987E+000,7.01400E+000,5.36300E-006,28.17987E+000
1,1,169,-59.60000E-006,49.40000E-012,28.34815E+000,7.05600E+000,-3.45800E-006,28.34815E+000
1,1,170,-59.30000E-006,46.00000E-012,28.51638E+000,7.09800E+000,-9.86500E-006,28.51638E+000
1,1,171,-55.10000E-006,44.10000E-012,28.68463E+000,7.14000E+000,-14.45600E-006,28.68463E+000
1,1,172,-55.70000E-006,41.50000E-012,28.85291E+000,7.18200E+000,-13.17400E-006,28.85291E+000
1,1,173,-54.60000E-006,43.80000E-012,29.02115E+000,7.22400E+000,-6.16100E-006,29.02115E+000
1,1,174,-51.70000E-006,42.90000E-012,29.18940E+000,7.26600E+000,2.14700E-006,29.18940E+000
