Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,0.00000E+000,-11.80000E-012,10.38300E-003,0.00000E+000,145.00000E-009,10.38300E-003
1,1,2,0.00000E+000,-7.00000E-012,178.96400E-003,42.00000E-003,-9.56300E-006,178.96400E-003
1,1,3,0.00000E+000,-5.30000E-012,347.22100E-003,84.00000E-003,-13.29200E-006,347.22100E-003
1,1,4,0.00000E+000,1.00000E-012,515.47000E-003,126.00000E-003,-13.52300E-006,515.47000E-003
1,1,5,0.00000E+000,800.00000E-015,706.41500E-003,168.00000E-003,14.69900E-006,706.41500E-003
1,1,6,0.00000E+000,5.60000E-012,874.64200E-003,210.00000E-003,12.41300E-006,874.64200E-003
1,1,7,0.00000E+000,9.80000E-012,1.04289E+000,252.00000E-003,4.96600E-006,1.04289E+000
1,1,8,0.00000E+000,5.80000E-012,1.21652E+000,294.00000E-003,-11.68600E-006,1.21652E+000
1,1,9,0.00000E+000,8.60000E-012,1.38477E+000,335.90000E-003,-3.76400E-006,1.38477E+000
1,1,10,0.00000E+000,7.90000E-012,1.55303E+000,378.00000E-003,4.58200E-006,1.55303E+000
1,1,11,0.00000E+000,17.10000E-012,1.72131E+000,420.00000E-003,10.44600E-006,1.72131E+000
1,1,12,0.00000E+000,-9.90000E-012,1.88956E+000,462.00000E-003,15.10500E-006,1.88956E+000
1,1,13,0.00000E+000,-33.50000E-012,2.05780E+000,504.00000E-003,13.01300E-006,2.05780E+000
1,1,14,0.00000E+000,-9.80000E-012,2.22608E+000,546.00000E-003,5.98600E-006,2.22608E+000
1,1,15,0.00000E+000,-7.00000E-012,2.39433E+000,588.00000E-003,-2.13000E-006,2.39433E+000
1,1,16,0.00000E+000,-33.00000E-012,2.56258E+000,630.00000E-003,-9.64100E-006,2.56258E+000
1,1,17,0.00000E+000,-33.60000E-012,2.73083E+000,672.00000E-003,-13.38800E-006,2.73083E+000
1,1,18,0.00000E+000,-16.10000E-012,2.89908E+000,714.00000E-003,-13.84400E-006,2.89908E+000
1,1,19,0.00000E+000,-11.20000E-012,3.06732E+000,756.00000E-003,-8.47300E-006,3.06732E+000
1,1,20,0.00000E+000,-7.00000E-012,3.23560E+000,798.00000E-003,-866.00000E-009,3.23560E+000
1,1,21,0.00000E+000,1.80000E-012,3.40384E+000,840.00000E-003,8.42900E-006,3.40384E+000
1,1,22,0.00000E+000,14.80000E-012,3.57210E+000,882.00000E-003,12.76300E-006,3.57210E+000
1,1,23,-300.00000E-009,-111.70000E-012,3.74038E+000,924.00000E-003,14.50900E-006,3.74038E+000
1,1,24,100.00000E-009,-16.30000E-012,3.90863E+000,966.00000E-003,10.52500E-006,3.90863E+000
1,1,25,0.00000E+000,32.30000E-012,4.07686E+000,1.00800E+000,3.28000E-006,4.07686E+000
1,1,26,0.00000E+000,58.70000E-012,4.24513E+000,1.05000E+000,-5.36500E-006,4.24513E+000
1,1,27,800.00000E-009,108.80000E-012,4.41338E+000,1.09200E+000,-10.89500E-006,4.41338E+000
