Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,0.00000E+000,5.30000E-012,10.19300E-003,0.00000E+000,-11.18700E-006,10.19300E-003
1,1,2,100.00000E-009,-1.60000E-012,178.77700E-003,42.00000E-003,-14.78100E-006,178.77700E-003
1,1,3,0.00000E+000,-100.00000E-015,346.99800E-003,84.00000E-003,-11.61100E-006,346.99800E-003
1,1,4,0.00000E+000,-700.00000E-015,515.24500E-003,126.00000E-003,-3.85500E-006,515.24500E-003
1,1,5,0.00000E+000,5.10000E-012,706.10100E-003,168.00000E-003,8.07400E-006,706.10100E-003
1,1,6,0.00000E+000,4.90000E-012,874.35900E-003,210.00000E-003,197.00000E-009,874.35900E-003
1,1,7,0.00000E+000,2.60000E-012,1.04258E+000,252.00000E-003,-8.61000E-006,1.04258E+000
1,1,8,0.00000E+000,2.20000E-012,1.21510E+000,294.00000E-003,-4.95200E-006,1.21510E+000
1,1,9,0.00000E+000,2.10000E-012,1.38335E+000,336.00000E-003,3.47300E-006,1.38335E+000
1,1,10,0.00000E+000,3.20000E-012,1.55158E+000,378.00000E-003,9.84200E-006,1.55158E+000
1,1,11,0.00000E+000,2.70000E-012,1.71984E+000,420.00000E-003,13.89500E-006,1.71984E+000
1,1,12,0.00000E+000,3.00000E-012,1.88834E+000,462.00000E-003,12.99800E-006,1.88834E+000
1,1,13,0.00000E+000,2.20000E-012,2.05658E+000,504.00000E-003,6.33100E-006,2.05658E+000
1,1,14,0.00000E+000,4.00000E-012,2.22485E+000,546.00000E-003,-1.85800E-006,2.22485E+000
1,1,15,0.00000E+000,4.30000E-012,2.39307E+000,588.00000E-003,-9.45000E-006,2.39307E+000
1,1,16,0.00000E+000,800.00000E-015,2.56132E+000,630.00000E-003,-13.22900E-006,2.56132E+000
1,1,17,0.00000E+000,2.30000E-012,2.72959E+000,672.00000E-003,-13.63200E-006,2.72959E+000
1,1,18,0.00000E+000,2.50000E-012,2.89782E+000,714.00000E-003,-8.90200E-006,2.89782E+000
1,1,19,0.00000E+000,1.20000E-012,3.06607E+000,756.00000E-003,-1.96600E-006,3.06607E+000
1,1,20,0.00000E+000,10.40000E-012,3.23436E+000,798.00000E-003,7.87700E-006,3.23436E+000
1,1,21,0.00000E+000,4.40000E-012,3.40261E+000,840.00000E-003,12.47400E-006,3.40261E+000
1,1,22,0.00000E+000,-1.90000E-012,3.57084E+000,882.00000E-003,14.71200E-006,3.57084E+000
1,1,23,0.00000E+000,6.70000E-012,3.73910E+000,924.00000E-003,11.58900E-006,3.73910E+000
1,1,24,0.00000E+000,-500.00000E-015,3.90736E+000,966.00000E-003,4.07300E-006,3.90736E+000
1,1,25,0.00000E+000,5.90000E-012,4.07566E+000,1.00800E+000,-4.69300E-006,4.07566E+000
1,1,26,0.00000E+000,2.20000E-012,4.24393E+000,1.05000E+000,-10.51400E-006,4.24393E+000
1,1,27,0.00000E+000,6.20000E-012,4.41222E+000,1.09200E+000,-15.04800E-006,4.41222E+000
1,1,28,0.00000E+000,3.80000E-012,4.58047E+000,1.13400E+000,-12.94700E-006,4.58047E+000
1,1,29,0.00000E+000,4.00000E-012,4.74879E+000,1.17600E+000,-5.57200E-006,4.74879E+000
1,1,30,0.00000E+000,6.10000E-012,4.91703E+000,1.21790E+000,2.58300E-006,4.91703E+000
1,1,31,0.00000E+000,3.40000E-012,5.08574E+000,1.26000E+000,10.46000E-006,5.08574E+000
1,1,32,0.00000E+000,3.10000E-012,5.25403E+000,1.30200E+000,15.07600E-006,5.25403E+000
1,1,33,0.00000E+000,3.50000E-012,5.42234E+000,1.34400E+000,12.66300E-006,5.42234E+000
1,1,34,0.00000E+000,3.20000E-012,5.59058E+000,1.38600E+000,5.72100E-006,5.59058E+000
1,1,35,0.00000E+000,3.50000E-012,5.75888E+000,1.42800E+000,-2.63800E-006,5.75888E+000
1,1,36,0.00000E+000,2.80000E-012,5.92713E+000,1.47000E+000,-9.72000E-006,5.92713E+000
1,1,37,0.00000E+000,3.10000E-012,6.09538E+000,1.51200E+000,-13.43900E-006,6.09538E+000
