Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,0.00000E+000,-11.30000E-012,10.11500E-003,0.00000E+000,-12.58900E-006,10.11500E-003
1,1,2,0.00000E+000,13.10000E-012,178.69600E-003,42.00000E-003,-3.42800E-006,178.69600E-003
1,1,3,0.00000E+000,-3.80000E-012,346.95400E-003,84.00000E-003,5.52600E-006,346.95400E-003
1,1,4,0.00000E+000,-5.70000E-012,515.18400E-003,126.00000E-003,11.05500E-006,515.18400E-003
1,1,5,0.00000E+000,-6.60000E-012,707.00200E-003,168.00000E-003,-11.72600E-006,707.00200E-003
1,1,6,0.00000E+000,-6.60000E-012,875.23900E-003,210.00000E-003,-14.75800E-006,875.23900E-003
1,1,7,0.00000E+000,-5.90000E-012,1.04349E+000,252.00000E-003,-12.16100E-006,1.04349E+000
1,1,8,0.00000E+000,-5.80000E-012,1.21862E+000,294.00000E-003,11.09400E-006,1.21862E+000
1,1,9,0.00000E+000,-5.60000E-012,1.38688E+000,336.00000E-003,3.29200E-006,1.38688E+000
1,1,10,0.00000E+000,-7.60000E-012,1.55511E+000,378.00000E-003,-5.51700E-006,1.55511E+000
1,1,11,0.00000E+000,-5.20000E-012,1.72336E+000,420.00000E-003,-11.26000E-006,1.72336E+000
1,1,12,0.00000E+000,-4.50000E-012,1.89199E+000,461.90000E-003,-14.56200E-006,1.89199E+000
1,1,13,0.00000E+000,-4.70000E-012,2.06022E+000,504.00000E-003,-10.53400E-006,2.06022E+000
1,1,14,0.00000E+000,-3.40000E-012,2.22850E+000,546.00000E-003,-2.89600E-006,2.22850E+000
1,1,15,0.00000E+000,3.90000E-012,2.39674E+000,588.00000E-003,6.14100E-006,2.39674E+000
1,1,16,0.00000E+000,13.30000E-012,2.56498E+000,630.00000E-003,11.54200E-006,2.56498E+000
1,1,17,0.00000E+000,4.30000E-012,2.73323E+000,672.00000E-003,14.72600E-006,2.73323E+000
1,1,18,0.00000E+000,1.20000E-012,2.90147E+000,714.00000E-003,12.25400E-006,2.90147E+000
1,1,19,0.00000E+000,1.00000E-012,3.06970E+000,756.00000E-003,4.54600E-006,3.06970E+000
1,1,20,0.00000E+000,-400.00000E-015,3.23795E+000,798.00000E-003,-4.22500E-006,3.23795E+000
1,1,21,0.00000E+000,-900.00000E-015,3.40620E+000,840.00000E-003,-10.22700E-006,3.40620E+000
1,1,22,0.00000E+000,-900.00000E-015,3.57445E+000,882.00000E-003,-15.05500E-006,3.57445E+000
1,1,23,0.00000E+000,-100.00000E-015,3.74288E+000,924.00000E-003,-12.58300E-006,3.74288E+000
1,1,24,0.00000E+000,-1.40000E-012,3.91112E+000,966.00000E-003,-4.85800E-006,3.91112E+000
1,1,25,0.00000E+000,-1.90000E-012,4.07937E+000,1.00800E+000,3.93800E-006,4.07937E+000
1,1,26,0.00000E+000,-2.30000E-012,4.24766E+000,1.05000E+000,10.15000E-006,4.24766E+000
1,1,27,0.00000E+000,-1.10000E-012,4.41589E+000,1.09200E+000,14.88100E-006,4.41589E+000
1,1,28,0.00000E+000,-1.40000E-012,4.58413E+000,1.13400E+000,13.12300E-006,4.58413E+000
1,1,29,0.00000E+000,-2.20000E-012,4.75240E+000,1.17600E+000,5.88600E-006,4.75240E+000
1,1,30,400.00000E-009,-38.40000E-012,4.92064E+000,1.21800E+000,-2.46900E-006,4.92064E+000
1,1,31,900.00000E-009,49.60000E-012,5.08888E+000,1.26000E+000,-9.66500E-006,5.08888E+000
1,1,32,0.00000E+000,900.00000E-015,5.25713E+000,1.30200E+000,-13.74400E-006,5.25713E+000
1,1,33,0.00000E+000,-4.40000E-012,5.42537E+000,1.34400E+000,-14.07200E-006,5.42537E+000
1,1,34,0.00000E+000,1.90000E-012,5.59362E+000,1.38600E+000,-7.03300E-006,5.59362E+000
1,1,35,0.00000E+000,700.00000E-015,5.76193E+000,1.42800E+000,1.50300E-006,5.76193E+000
1,1,36,0.00000E+000,-1.40000E-012,5.93016E+000,1.47000E+000,9.43800E-006,5.93016E+000
1,1,37,0.00000E+000,-6.20000E-012,6.09840E+000,1.51200E+000,13.39800E-006,6.09840E+000
1,1,38,0.00000E+000,900.00000E-015,6.26667E+000,1.55400E+000,13.62700E-006,6.26667E+000
1,1,39,0.00000E+000,19.00000E-012,6.43491E+000,1.59600E+000,8.38800E-006,6.43491E+000
1,1,40,0.00000E+000,8.90000E-012,6.60315E+000,1.63800E+000,425.00000E-009,6.60315E+000
1,1,41,0.00000E+000,2.50000E-012,6.77142E+000,1.68000E+000,-8.93100E-006,6.77142E+000
1,1,42,0.00000E+000,1.50000E-012,6.93968E+000,1.72200E+000,-13.19100E-006,6.93968E+000
1,1,43,0.00000E+000,1.50000E-012,7.10791E+000,1.76400E+000,-13.97900E-006,7.10791E+000
1,1,44,0.00000E+000,1.00000E-012,7.27617E+000,1.80600E+000,-9.09200E-006,7.27617E+000
1,1,45,0.00000E+000,1.60000E-012,7.44442E+000,1.84800E+000,-2.25000E-006,7.44442E+000
1,1,46,0.00000E+000,1.00000E-012,7.61280E+000,1.89000E+000,8.56500E-006,7.61280E+000
1,1,47,100.00000E-009,2.50000E-012,7.78106E+000,1.93200E+000,13.06300E-006,7.78106E+000
1,1,48,0.00000E+000,1.80000E-012,7.94931E+000,1.97400E+000,14.25600E-006,7.94931E+000
1,1,49,0.00000E+000,900.00000E-015,8.11756E+000,2.01600E+000,9.46700E-006,8.11756E+000
1,1,50,0.00000E+000,2.80000E-012,8.28582E+000,2.05800E+000,2.24400E-006,8.28582E+000
1,1,51,0.00000E+000,5.00000E-012,8.45405E+000,2.10000E+000,-7.51200E-006,8.45405E+000
